attributes,FirstName,LastName,Title,Email,Phone,Country__c,Company,Industry,Status,AnnualRevenue,NumberOfEmployees,Technology__c,Technology_Service__c,RevenueRange,Exists,LeadScore,LeadScoreFinal,LeadCategory
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvWSEAY')])",Jane,Doe,Marketing Director,jane.doe@example.com,(987) 654-3210,IN,XYZ Corporation,Hospitality,Qualified,4568401.0,778,IT Services,IT Consulting and Strategy,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004ku1IEAQ')])",John,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,USA,ABC Company,Government,Open,4568416.0,805,Financial,Auditing and Assurance,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004ku27EAA')])",Jane,Doe,Marketing Director,jane.doe@example.com,(987) 654-3210,USA,XYZ Corporation,Healthcare,Open,4568417.0,806,Financial,Auditing and Assurance,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwaxEAA')])",uyhu,kjlgiu,Marketing Director,ushh@itsth.com,23456789098,USA,Techinal Team,Hospitality,Open,4568418.0,807,Financial,Auditing and Assurance,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvJ4EAI')])",John,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,USA,ABC Company,Media,Open,4568422.0,811,Financial,Auditing and Assurance,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lR0pEAE')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,USA,Johnson & Johnson,Not For Profit,Open,4568423.0,812,Financial,Auditing and Assurance,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004ku3FEAQ')])",John,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,IN,ABC Company,Government,Open,4568433.0,822,RPA,Process Analysis and Optimization,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwDzEAI')])",John,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,IN,ABC Company,Insurance,Unqualified,4568436.0,825,RPA,Process Analysis and Optimization,4M - 6M,Yes,170,54,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lR0VEAU')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,IN,Johnson & Johnson,Machinery,Open,4568437.0,826,RPA,Process Analysis and Optimization,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwcPEAQ')])",Michael,Thompson,Product Manager,michael.thompson@example.com,(246) 135-7908,IN,Tech Innovators,Not For Profit,Open,4568440.0,829,RPA,RPA Consulting and Strategy,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q8X00001m5EF2UAM')])",Jim,Steele,Senior VP,info@salesforce.com,(555) 555-1212,USA,BigLife Inc.,Not For Profit,Open,4568457.0,28000,Financial,Auditing and Assurance,4M - 6M,No,220,75,Hot Lead
